0,"Enough is enough!!!!! When will studios like Warner Bros. and all the rest realize that the majority of customers want season sets?!?! Hey, why not release a season set and a volume  at the same time? That way season set people like my self will be happy, and the show samplers will be happy too? BTW, the one star is for the dvd single disc release, I give the show itself a solid  stars."
0,"I didnt like the Im a new medium I only started doing this stuff about  months ago, but I didnt like this book. I havent actually seen James Van Praagh work so I wont judge, but Ive lost a lot of respect for him after reading this book. First, he says that spirits dont identify themselves by their names because thats not who they are spiritually, but then while would they project themselves visually? Besides, I get hundreds of names and more importantly so does John Edward... Second he said that he heard the phone ring in a British tone and he new that that meant that Princess Diana was trying to contact him Oh, my God! Wait Jerry Lewis is contacting me right now, he saying something hold on... its... sounds like... Im umm, Im alive. Oh my God Jerry Lewis is alive and contacting me from his cell phone."
0,"Dont waste your money Garmin really missed a great opportunity with this product. If you are a really new beginner or need a refresher then this DVD might be for you. However, an instructional DVD should provide more. Downloading optional MapSource chart detail is mentioned briefly but no instruction. Instead you are referred to the user manual or the Garmin website. As I said before this was a great waste of money."
0,"Taxi and Limousine Inspector Handbook If you are looking for a general book on taxi industry regulation and administration this is not the book. Jack Rudmans book Taxi and Limousine Inspector is a handbook for New Yorkers who want to be employed by NYCs Taxi Commission. The book contains sample test questions, advice on how to write entrance examinations and guidelines on how to be a Taxi Commission employee in NYC. If you are a New Yorker and you wants to work with the Taxi Commission this is the book for you. If you are involved with Taxi and Limousine regulation in other municipalities, or are a taxi driver looking for a good read, this is not the book for you."
0,"return to sender I just want to say that after reading most of the reviews of this memory card, I have decided to return this piece of junk. Im just waiting for it to arrive so I can turn around and send it right back."
0,"Worst. Season. Ever this season sucked. Bad story, bad characters worse execution of how immortal bauer is. Wayne Palmer president?????? Bauer putting up with near death torture, then pulling off a huge escape without so much as limping?Okay it had its pluses but very few the opening sequence, the end and some of the thrilling action sequences. But it generally sucked. Thank god they had the time to plan season seven to make it good.Following the awesome season five, season six just wasnt up to par"
0,"Empty Treasure Chest Too bad the screenwriters ran out of energy and ideas because POTC is so original. I wished I had waited for the DVD to rent because my experience in the theater was not worth .The Singapore scene was about  minutes that couldve been shortened to  minutes and there was nothing of great significance besides the navigational maps.Jacks scene in the Doldrums was completely overlong. Again, the scene couldve been shortened to about  minutes. And whats the point of Jack licking the rock? Its a dumb shock factor.Seriously, this movie wouldve been great if there was more willpower by the crew to cut scenes down and out because theres no reason for a movie to be  hrs and  minutes long. I was so disappointed save for the battle scene in the end!. Id just stick with the first two movies and pretend I never watched the third"
0,More drama than science fiction The show had a lot of the right actors but suffers from a lot of whining and there isnt much adventure. This show had the right combination for huge potential but fell short due to script writing.
0,"No secrets here Rip off book. Not sure if Jea Yu is still running his daily trading service, but this book is just another attempt to take advantage of traders who are newbies. I would love to see the authors try and trade profitably using the strategies they themselves describe. I always find it interesting when authors show a few charts where their techniquesystem works flawlessly, yet fail to offer proof that the techiniques have been tested live with broker statements using their own money delivering the same positive results."
0,"The New Terrorism More of the Same Old Stuff For those readers wanting a survey of modern terrorism and its possible courses of development, this book will suffice. The New Terrorism presents a wellresearched case that the intent of modern terrorists may increasingly be to simply cause death and damage. The authors inclusion of the criminally insane within his definition of terrorism is simultaneously disputable and thought provoking. However, the book does a poor job in thoroughly exploring the concept of WMD terrorism. This, in conjunction with organizational problems and some of the authors style choices, should place this book somewhere other than the top of potential readers buy lists. Jessica Stern provides a far better alternative in her Ultimate Terrorists."
