0,"I had a pretty terrible experience today!nnFirst me and my friend walked in and requested to sit outside on the patio since it was a beautiful day, the hostess told us to go ahead and seat ourselves, no problem. We went to go sit at a table and the party in front of us received menus and the hostess completely forgot to give us some and had no intentions on returning with any menus. We sat and waited for a few minutes then a busy server saw us getting impatient and grabbed us menus. We wanted cocktails and an appetizer but it took a while for the server to return. After about  minutes waiting to even see the server after receiving the menus we place our entire order. Things were going fine after that, food came out in a timely manner and was pretty tasty. Then I was pretty disgusted with what happened next, the hostess was walking around the patio, grabbed a full glass of water from a dirty table and gave it to my friend thinking she was doing her a favor by refilling her water!!! GROSSS! We decided not to make a big deal but when telling the server about it, he seemed to not even care and made it seem like we were crazy. We then finished our food and left. Probably never going back there again. Terrible service and all the staff seemed like they hated life. Not good!"
0,"The food was good, but it doesnt outweigh the management practices. The experience was bordering on a nightmare. Definitely a stressful and extremely unpleasant dream.nnGraduation day at U of I. Reservations were made far in advance. We had a pm reservation with a  required deposit. When we walked in a few minutes before , we found ourselves shoulder to shoulder with angry and annoyed patrons. We spoke to several people who had been waiting to be seated , , and even  and a half hours AFTER their reservation time. They know how to take a reservation, just not how to keep the reservation. And thats really the most important part of the reservation.nnSo, due to the  required credit card deposit, all those people were stuck waiting and waiting and waiting. After waiting an hour, we asked what would happen if we left, and they said they would charge us . Im pretty sure this wouldnt hold up in a court of law, but the small claims filing fee is more than  so they have people hooked. nnWhen we were finally seated an hour and a half after our reservation time, the  of us were squished into a small booth with a chair at the end. There was no space for that chair. It was very uncomfortable. Were our drinks comped? Were we offered anything for our long wait? No. nnThe server was very nice, but we were starved and exhausted and really annoyed. The food was great, but way overpriced. I had little parcels pasta filled with cheese. Really great. The taste was worth  stars. nnI find managements policy on the U of I graduation date coupled with their failure to keep reservations absolutely unacceptable. It is completely unnecessary, their restaurant would be packed skipped reservations or not. The management decided to take this opportunity to swindle people."
0,"I couldnt see her face all night, so honestly I wouldnt have known if it was her dancingsinging or an imposture. Also she barely spoke to the crowd all night, other than the standard Hey Vegas. The lines for the bar were ridiculously long and SLOW moving, Im shocked that they dont staff more people."
0,"Note to self chicken tacos here are horrible, terrible, deplorable, with out a welcome taste, a full on insult to my palette, flies would turn them down, marooned sailors would rather chew sand than eat these, so bad that a cat falling in the mix would be a welcome addition, so poorly seasoned and dry that I got more moisture and flavor from the cabbage. On the bright side when I throw this up in a bit my dinner from last night will make it taste better going up than it did going down! nnIf this place has been here for over  years it certainly had zero to do with chicken taco sales or the business is actually a front for a money laundering operation for the mob! The owner did look Italian..nnMy sister and nieces company niece wisely chose not to eat did make it slightly bearable though..nnNext time I will have the fish tacos so many other people on here review well and hope for the best.nn I still cant get over the nasty chicken tacos, the owner needs to try his competitions tacos and refine his, if a stand in baja in the middle of no where can get it right with limited resources he should be able to get it right too.nnP.S. the horchada didnt suck."
0,"Cappuccino Machine was broken, and they lost our order. I went up to the counter where the dude making breakfasts was just standing there looking at tickets and not moving. I asked about my order and he couldnt find it. Manager came out and there was a flurry of activity, but bagelboy glared at me like I had done something wrong. I had, I went to Paradise Bakery"
0,"This club sucks. The club is cramped. There is no room for dancing, sitting, resting. There is an outside patiodeck, but thats the only thing. The music is played through a computer and they do not finish all the songs. The kind of play them as if you were using that Winamp extension where you fade in and out of songs. Crappy."
0,"I was very disappointed in your business this morning. I had a rock chip in my windshield that I needed repaired. I went to Store  in West Valley Phoenix and they said there glass guy was a store ,  minutes away. When I went to Store , they said the glass guy was not their. Thank you very much for wasting my time on my morning off. I will not be a customer at any of your locations again."
0,"Lets see it took  minutes just to get a cocktail menu.  I dont believe we got our dinner menus for about  minutes after we asked for them.  I asked the water guy if this is normal and he said I work at another fine dining establishment, yes we do it there.  Ive been to most of the upper end restaurants throughout the strip and never had to wait like that.  Having said that Giadas is hardly fine dining.  Our table was in the bar area.   We ordered our appetizers and thought they were ok, but nothing really to write home about.  Once dinner arrived, they brought not only  wrong order, but .  The waiter put it in the system incorrectly.  They ended up comping both.  nnThe saving grace was the dessert cart. nnPutting service aside because every now and then a restaurant will fail on service for a very similar price and views Bellagio fountains, the food at Scarpetta blows Giadas out of the water.  nnI did voice my concerns to the manager via email only to receive a canned email."
0,"The Jerrys on Thomas used to have good food but over the last few months something has changed.  If one meal were bad, I would go back, and I did but all three meals over the last few months have been kind of icky.  My last visit was on  and Ill have to say that was my last meal at this Jerrys."
0,"NICE ROOM BUT MONEY STOLEN FROM MY BAG INSIDE MY ROOM!!nnIt was nice when we arrived. The front desk was very nice and the room was better than expected. But thats when it got bad. We stayed two nights for my friends bachelor party. So as you would expect, we would sleep in until about noon. Housekeeping entered our room both days without knocking and began servicing our room without even asking. After our room was serviced, we went to the strip during the day. We come back and our keys dont work. Security let us in. When we finally got into our room, I noticed my bag was open and items were not where I had left them.  cash and my Oakley sunglasses case were missing. I called security to report it and they were very friendly and apologetic. I filled out a report with them and was told I would be contacted within  hours.nnBy the time the report was filed and I got back to the room, my new key that front desk had just made for me, did not work. Called the front desk who sent an engineer to look at the door. The engineer was friendly and said it was an issue with the keys, not the door. We went back downstairs to the front desk to get another set of keys. These keys finally worked. By this time, it was pm and the line to the club we were going to was very long. The staff for the club said it would take at least two hours to get in from where we were in line. We had planned on being in line at pm, but because of the circumstances above, we were not able to do so.nnOur plan to go to the club was ruined and we ended up walking the strip back to the hotel as all the other clubs were just as busy. So the bachelor missed out on the club he wanted to go to.nnAt checkout the next day, I mentioned the stolen money to the concierge agent. There was no apology. She just said risk management would get back to me in  hours.nnWe checked out Sunday and the money was reported missing on Saturday. I had not received any call by Tuesday, so I left a message with risk management Tuesday night. I did not receive a call by pm Wednesday so I called and left another message. They called me back at pm Wednesday to tell me it was a busy weekend and they hadnt started the investigation of my stolen money yet and would call me back when the investigation was completed. And she wanted to make it clear that the hotel is not responsible for any stolen belongings unless they are in the room safe.nnSo five days after my money and sunglasses case were stolen from my closed bag, I have no answers. It seems the hotel allows their employees to go into guests bags and take anything they want."
